2021-05-07 00:03:33.005 IDT [main]  TRACE LineSegmentationEvaluatorTool:42 - main
2021-05-07 00:03:33.022 IDT [main]  INFO  LineSegmentationEvaluatorTool:130 - Loading image ground truth from CSG863_ground_image/e-codices_csg-0863_188_max_gt.png
2021-05-07 00:03:33.404 IDT [main]  INFO  LineSegmentationEvaluatorTool:138 - Loading page ground truth from CSG863_ground_xml/e-codices_csg-0863_188_max_gt.xml
2021-05-07 00:03:33.406 IDT [main]  TRACE ImageLinePageDataset:51 - readDataFromFile
2021-05-07 00:03:33.473 IDT [main]  TRACE ImageLinePageDataset:82 - getPolygonFromXml
2021-05-07 00:03:33.499 IDT [main]  DEBUG ImageLinePageDataset:129 - found 30 polygons in XML document
2021-05-07 00:03:33.502 IDT [main]  TRACE ImageLinePageDataset:67 - java.util.ArrayList@512ddf17
2021-05-07 00:03:33.502 IDT [main]  INFO  LineSegmentationEvaluatorTool:143 - Loading method output from diva_evaluation_xml/csg863_jults_identity_neighbour_blobs_nonmerge_result_xml/e-codices_csg-0863_188_max.xml
2021-05-07 00:03:33.502 IDT [main]  TRACE ImageLinePageDataset:51 - readDataFromFile
2021-05-07 00:03:33.532 IDT [main]  TRACE ImageLinePageDataset:82 - getPolygonFromXml
2021-05-07 00:03:33.645 IDT [main]  DEBUG ImageLinePageDataset:129 - found 30 polygons in XML document
2021-05-07 00:03:33.646 IDT [main]  TRACE ImageLinePageDataset:67 - java.util.ArrayList@2c13da15
2021-05-07 00:03:33.646 IDT [main]  INFO  LineSegmentationEvaluatorTool:148 - Evaluating...
2021-05-07 00:03:33.648 IDT [main]  TRACE LineSegmentationEvaluator:50 - evaluate
2021-05-07 00:03:33.648 IDT [main]  TRACE LineSegmentationEvaluator:316 - getMatchingPolygons
2021-05-07 00:03:33.649 IDT [main]  TRACE LineSegmentationEvaluator:339 - matching possibility for GT: java.awt.Polygon@9e89d68
2021-05-07 00:03:33.652 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@9e89d68 with MO: java.awt.Polygon@ed17bee
